Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
SingStar Pop Vol.2,PS2,2008,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,,,,,,
SNK Arcade Classics Vol. 1,PS2,2008,Misc,Ignition Entertainment,0.09,0.07,0,0.02,0.19,69,16,tbd,,SNK Playmore,T
Darkstalkers 3,PS,1998,Fighting,Capcom,0.11,0.07,0,0.01,0.19,,,,,,
International Cricket 2010,PS3,2010,Sports,Codemasters,0,0.15,0,0.04,0.19,,,,,,
Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,83,26,9,29,Harmonix Music Systems,E
Inazuma Eleven Strikers 2012 Xtreme,Wii,2011,Role-Playing,Level 5,0,0,0.19,0,0.19,,,,,,
The Polar Express,GBA,2004,Adventure,THQ,0.14,0.05,0,0,0.19,,,tbd,,Tantalus Interactive,E
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63,30,7.5,42,Omega Force,T
2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,0.14,0.04,0,0.01,0.19,79,17,9,4,Software Creations,E
SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.13,0.05,0,0.02,0.19,64,8,6,8,WayForward,E
Jampack: Summer 2003 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,,,,,,
Frogger's Adventures 2: The Lost Wand,GBA,2002,Adventure,Konami Digital Entertainment,0.14,0.05,0,0,0.19,75,4,tbd,,Konami,E
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0,0.01,0.19,72,75,8.4,49,Climax Group,M
Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0,0.01,0.19,74,46,8.1,24,Game Republic,T
Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69,17,5.6,98,Konami,M
Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.12,0,0.06,0.01,0.19,64,26,7.8,43,"Image Epoch, Imageepoch",T
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,2009,Adventure,Sony Computer Entertainment,0,0,0.19,0,0.19,,,,,,
Hot Wheels: Track Attack,Wii,2010,Racing,THQ,0.14,0.03,0,0.01,0.19,,,tbd,,Firebrand Games,E
Quake,N64,1998,Shooter,GT Interactive,0.15,0.04,0,0,0.19,,,,,,
SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,0.15,0.03,0,0.01,0.19,,,,,,
Sesame Street: Elmo's Number Journey,N64,1999,Misc,NewKidCo,0.15,0.04,0,0,0.19,,,,,,
Hexen,N64,1996,Shooter,GT Interactive,0.15,0.04,0,0,0.19,,,,,,
Mace: The Dark Age,N64,1997,Fighting,GT Interactive,0.15,0.04,0,0,0.19,,,,,,
Puyo Puyo Sun 64,N64,1997,Puzzle,Compile,0,0,0.16,0.03,0.19,,,,,,
AeroFighters Assault,N64,1997,Action,Video System,0.15,0.04,0,0,0.19,,,,,,
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996,Sports,Imagineer,0,0,0.19,0,0.19,,,,,,
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.01,0.19,85,48,8.6,1739,Obsidian Entertainment,M
Tottadoo! Yoiko no Mujintou Seikatsu,DS,2008,Adventure,Namco Bandai Games,0,0,0.19,0,0.19,,,,,,
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0,0.01,0.19,49,16,4.6,7,Konami,T
Barbie Horse Adventures: Riding Camp,PS2,2008,Sports,Activision,0.09,0.07,0,0.02,0.19,,,tbd,,Pixel Tales,E
MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.17,0,0,0.02,0.19,76,15,7.8,42,SCEA San Diego Studios,E
God Eater Resurrection,PSV,2015,Action,Namco Bandai Games,0,0,0.19,0,0.19,,,8.8,17,"Shift, Bandai Namco Games",T
SSX Tricky,GBA,2002,Sports,Electronic Arts,0.14,0.05,0,0,0.19,66,9,tbd,,Visual Impact,E
Kenka Banchou 4: Ichinen Sensou,PSP,2010,Action,Spike,0,0,0.19,0,0.19,,,,,,
Warhammer: Shadow of the Horned Rat,PS,1996,Strategy,Mindscape,0.11,0.07,0,0.01,0.19,,,,,,
NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0,0,0.01,0.19,82,6,8.6,37,Visual Concepts,E
Pet Zombies,3DS,N/A,Simulation,Majesco Entertainment,0.18,0,0,0.01,0.19,,,tbd,,1st Playable Productions,T
Pro Yakyuu Team o Tsukurou!,DS,2008,Sports,Sega,0,0,0.19,0,0.19,,,,,,
WWE All Stars,Wii,2011,Fighting,THQ,0.1,0.07,0,0.02,0.19,68,11,7,8,THQ,T
Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0,0.19,61,22,4.4,10,Takara Tomy,T
FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0,0.02,0.19,54,57,6.3,19,EA Canada,T
ESPN International Track & Field,PS2,2000,Sports,Konami Digital Entertainment,0.09,0.07,0,0.02,0.19,,,,,,
Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0,0.01,0.19,73,13,7,6,Griptonite Games,E10+
Lunar Legend,GBA,2002,Role-Playing,Media Rings,0.14,0.05,0,0,0.19,79,20,7.8,8,Magic Rings,E
Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0,0.02,0.19,62,15,8.5,10,Pivotal Games,M
Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.02,0.19,70,14,8.1,46,"Artificial Mind and Movement, EA Redwood Shores",M
Mystery Tales of Time Travel,DS,2010,Puzzle,Foreign Media Games,0.01,0.15,0,0.02,0.19,,,,,,
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0,0.02,0.19,82,5,7.9,112,NetherRealm Studios,T
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,2006,Misc,D3Publisher,0,0,0.19,0,0.19,,,,,,
NASCAR Unleashed,3DS,2011,Racing,Activision,0.18,0,0,0.01,0.19,,,tbd,,Firebrand Games,E
Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.15,0.02,0,0.01,0.19,70,9,8.4,10,Santa Cruz Games,T
Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,0.17,0,0,0.01,0.19,61,40,7.3,21,Backbone Entertainment,T
Hulk,GC,2003,Action,Universal Interactive,0.15,0.04,0,0.01,0.19,71,26,7.4,7,Radical Entertainment,T
Boogie,PS2,2007,Misc,Electronic Arts,0.09,0.07,0,0.02,0.19,52,12,tbd,,"Pipeworks Software, Inc.",E10+
Arcade Shooting Gallery,Wii,2008,Shooter,Zoo Games,0.18,0,0,0.01,0.19,,,tbd,,Zoo Games,E10+
Phantasy Star Universe,PS2,2006,Role-Playing,Sega,0,0,0.19,0,0.19,68,18,8.5,23,Sonic Team,T
Gungrave,PS2,2002,Shooter,Activision,0.09,0.07,0,0.02,0.19,65,28,8.6,16,Seta Corporation,M
Schlag den Raab,Wii,2010,Misc,Namco Bandai Games,0,0.16,0,0.02,0.19,,,,,,
Transworld Surf,PS2,2002,Sports,Atari,0.09,0.07,0,0.02,0.19,76,15,8.5,6,Rockstar San Diego,T
Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0,0.02,0.19,58,33,8,24,K2 LLC,M
50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,72,37,7.2,57,Swordfish Studios,M
Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0,0.02,0.19,82,71,8.6,2654,4A Games,M
Evolve,PC,2015,Shooter,Take-Two Interactive,0.08,0.1,0,0.02,0.19,77,39,4.3,969,Turtle Rock Studios,M
FIFA 14,PSP,2013,Sports,Electronic Arts,0,0.15,0,0.04,0.19,,,3.4,23,EA Canada,E
Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.07,0.03,0.01,0.19,80,19,7.5,146,Capcom,M
Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.17,0,0,0.01,0.19,53,12,tbd,,Namco Bandai Games,E
Chaotic: Shadow Warriors,Wii,2009,Action,Activision,0.18,0,0,0.01,0.19,,,tbd,,FUN Labs,E10+
The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19,67,13,7.3,11,Krome Studios,E10+
International Soccer,2600,1981,Sports,Mattel Interactive,0.18,0.01,0,0,0.19,,,,,,
Princess Maker: Yumemiru Yosei,PS,1997,Strategy,Sony Computer Entertainment,0,0,0.18,0.01,0.19,,,,,,
3rd Super Robot Wars Z: Tengoku-Hen,PSV,2015,Action,Namco Bandai Games,0,0,0.19,0,0.19,,,,,,
Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,62,22,7.6,31,From Software,T
Big Air,PS,1999,Sports,Accolade,0.1,0.07,0,0.01,0.19,,,,,,
Shining Force II,GEN,1993,Strategy,Sega,0,0,0.19,0,0.19,,,,,,
Taiko no Tatsujin: Wii U Version!,WiiU,2013,Misc,Namco Bandai Games,0,0,0.19,0,0.19,,,,,,
Gallop Racer,PS,1999,Sports,Tecmo Koei,0,0,0.18,0.01,0.19,,,,,,
The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.06,0,0.03,0.19,,,,,,
Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0,0.01,0.19,67,23,8.8,10,EA Games,E
3rd Super Robot Wars Z Jigoku Hen,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.19,0,0.19,,,,,,
Where's Waldo? The Fantastic Journey,Wii,2009,Adventure,Ubisoft,0.17,0,0,0.01,0.19,,,tbd,,Classic Media Distribution Limited,E
Sudoku Gridmaster (JP sales),DS,2006,Puzzle,Nintendo,0,0,0.19,0,0.19,,,,,,
Monsters vs. Aliens,PS2,2009,Action,Activision,0.11,0,0,0.08,0.19,64,4,tbd,,Beenox,E10+
College Slam,PS,1995,Sports,Acclaim Entertainment,0.1,0.07,0,0.01,0.19,,,,,,
Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.1,0.04,0.01,0.03,0.19,79,25,7.5,66,Capcom,T
Nobunaga no Yabou: Souzou,PS3,2013,Strategy,Tecmo Koei,0,0,0.19,0,0.19,,,,,,
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.13,0.01,0.19,80,23,7.3,73,Falcom,T
Pro Yaky? Spirits 4,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,,,,,,
Rock Band Track Pack Volume 2,X360,2008,Misc,MTV Games,0.17,0.01,0,0.01,0.19,,,tbd,,Harmonix Music Systems,T
Need for Speed: Shift 2 Unleashed,PC,2011,Racing,Electronic Arts,0.05,0.11,0,0.03,0.19,,,,,,
Tamagotchi Party On!,Wii,2006,Misc,Namco Bandai Games,0.12,0,0.06,0.01,0.19,,,,,,
Daigasso! Band Brothers,DS,2004,Misc,Nintendo,0,0,0.19,0,0.19,,,,,,
Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,68,37,8,5,BottleRocket Entertainment,M
Thoroughbred Breeder,SNES,1993,Simulation,Hect,0,0,0.19,0,0.19,,,,,,
Momotarou Dentetsu World,DS,2010,Misc,Hudson Soft,0,0,0.19,0,0.19,,,,,,
Singstar: Ultimate Party,PS4,2014,Misc,Sony Computer Entertainment Europe,0,0.16,0,0.03,0.19,47,19,4.1,18,SCEE,
Beyblade: Metal Fusion - Battle Fortress,Wii,2009,Action,Konami Digital Entertainment,0.15,0,0.03,0.01,0.19,,,,,,
Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0,0.01,0.19,60,37,6.4,77,Piranha Bytes,M
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0,0.02,0.01,0.19,72,36,7.6,19,Matrix Software,E10+
Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,55,34,6.8,20,"Koei, Omega Force",T
Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,0,0,0.19,0,0.19,78,14,7.5,13,Skip Ltd.,E
Jurassic: The Hunted,PS3,2009,Shooter,Activision,0.17,0,0,0.02,0.19,,,4.5,4,Activision,T
Farmtopia,DS,2010,Simulation,505 Games,0.18,0,0,0.01,0.19,,,tbd,,505 Games,E
DanceDanceRevolution,PS3,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0,0.02,0.19,60,5,tbd,,Konami,E10+
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0,0.01,0.19,82,13,7.4,754,Ubisoft Toronto,M
"Ni Hao, Kai-lan: Super Game Day",Wii,2009,Misc,Take-Two Interactive,0.17,0,0,0.01,0.19,,,8.5,4,Take-Two Interactive,E
One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0,0.11,0.01,0.19,67,17,8.5,32,Ganbarion,T
Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0,0.03,0.19,61,26,6.5,8,Ubisoft Montreal,T
Crash & Spyro Superpack,GBA,2005,Platform,Vivendi Games,0.13,0.05,0,0,0.19,,,,,,
Reel Fishing Paradise 3D,3DS,2011,Sports,Marvelous Interactive,0.12,0,0.06,0.01,0.19,57,5,tbd,,Natsume,E
Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03,0.19,51,28,3.1,25,Pivotal Games,M
Binary Domain,X360,2012,Action,Sega,0.09,0.06,0.02,0.02,0.19,74,43,8,185,Sega,M
Kuma-Tomo,3DS,2013,Misc,Namco Bandai Games,0,0,0.19,0,0.19,,,,,,
IL-2 Sturmovik: Birds of Prey,PSP,2009,Simulation,505 Games,0.08,0.07,0,0.04,0.19,,,3,7,SME Dynamic Systems Limited,T
ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,0.1,0.07,0,0.01,0.19,,,,,,
Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,Activision,0.13,0.04,0,0.01,0.19,,,,,,
Pro Yaky? Spirits 2012,PS3,2012,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,,,,,,
Super Real Mahjong P V,SAT,1995,Misc,Seta Corporation,0,0,0.19,0,0.19,,,,,,
Thomas the Tank Engine & Friends,GBA,2004,Adventure,N/A,0.13,0.05,0,0,0.19,,,,,,
Penguin no Mondai X: Tenkuu no 7 Senshi,DS,2009,Action,Konami Digital Entertainment,0,0,0.19,0,0.19,,,,,,
The Scorpion King: Sword of Osiris,GBA,2002,Action,Vivendi Games,0.13,0.05,0,0,0.19,72,14,tbd,,WayForward,E
Jeep Thrills,Wii,2008,Racing,Zoo Digital Publishing,0.17,0,0,0.01,0.19,,,5.7,9,Game Sauce,E
Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.13,0.03,0,0.02,0.19,67,23,7.3,7,Activision,E10+
Bubsy 3D,PS,1996,Platform,Accolade,0.1,0.07,0,0.01,0.19,,,,,,
NCAA Final Four 2001,PS2,2000,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,49,10,tbd,,989 Sports,E
Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.09,0.07,0,0.02,0.19,59,18,5.6,5,Cinemaware,T
Face Training,DS,2007,Misc,Nintendo,0,0,0.19,0,0.19,,,,,,
Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,0.17,0,0,0.01,0.19,,,tbd,,Activision,E
SD Gundam GX,SNES,1994,Strategy,Namco Bandai Games,0,0,0.19,0,0.19,,,,,,
R-Type Final,PS2,2003,Shooter,Metro 3D,0.09,0.07,0,0.02,0.19,79,50,9.1,21,Irem,E
Jackie Chan Adventures: Legend of the Dark Hand,GBA,2001,Action,Activision,0.13,0.05,0,0,0.19,,,,,,
Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.12,0.04,0,0.02,0.19,59,11,6.8,6,Avalanche Software,E10+
Mathews Bowhunting,Wii,2010,Sports,Zoo Games,0.18,0,0,0.01,0.19,,,tbd,,Zoo Games,T
Phantasy Star Nova,PSV,2014,Role-Playing,Sega,0,0,0.19,0,0.19,,,,,,
Pro Evolution Soccer 2014,3DS,2013,Action,Konami Digital Entertainment,0,0,0.19,0,0.19,,,,,Konami,E
Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19,82,24,8.2,24,Wow Entertainment,E
F1 2011,PC,2011,Racing,Codemasters,0,0.15,0,0.04,0.19,83,10,7.2,83,Codemasters,E
Air Conflicts: Secret Wars,PS3,2011,Simulation,bitComposer Games,0.1,0.06,0,0.03,0.19,51,8,tbd,,Games Farm,T
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0,0.02,0.19,68,13,8.1,15,Krome Studios,E10+
Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft,0.17,0,0,0.01,0.19,,,tbd,,"Ubisoft, Ludia Inc.",E10+
Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0,0,0.19,0,0.19,55,20,7.3,7,Omega Force,T
Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0,0.01,0.19,76,22,9,9,Crystal Dynamics,M
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68,40,8.2,45,Vicious Cycle,T
Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0,0,0.01,0.19,74,19,5.3,4,Visual Concepts,E
Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0,0.02,0.19,86,45,7.4,1543,Volition Inc.,M
J-League Pro Soccer Club o Tsukurou! 5,PS2,2007,Sports,Sega,0,0,0.19,0,0.19,,,,,,
Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.14,0.04,0,0.01,0.19,69,14,7.5,4,Electronic Arts,E
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0,0,0.19,74,19,7,47,Harmonix Music Systems,T
Little Battlers eXperience W,PSP,2012,Role-Playing,Level 5,0,0,0.19,0,0.19,,,,,,
Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44,22,7,24,Tecmo Koei Canada,M
La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.09,0.07,0,0.02,0.19,79,47,8.5,15,Nippon Ichi Software,T
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0,0.02,0.19,63,25,4.4,307,Spellbound,T
NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0,0,0.01,0.19,55,42,4.2,15,Midway,E
Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0,0.01,0.19,81,21,6.8,6,EA Redwood Shores,E
Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.17,0,0,0.01,0.19,62,11,6.3,4,Buena Vista Games,E10+
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.06,0.02,0.1,0.02,0.19,69,32,7.7,52,Bandai Namco Games,T
Star Wars: The Clone Wars & Tetris Worlds,XB,2002,Misc,Microsoft Game Studios,0.14,0.04,0,0.01,0.19,,,,,,
The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0,0.03,0.19,66,21,7.1,289,Snowblind Studios,M
The Bee Game,DS,2007,Adventure,Midway Games,0.17,0,0,0.01,0.19,,,tbd,,Independent Arts,E
SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.1,0.07,0,0.02,0.19,74,13,8.3,8,Milestone S.r.l,E10+
Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.07,0.09,0,0.03,0.19,65,23,6.4,7,Behaviour Interactive,E10+
EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0,0.02,0.19,77,16,8.5,17,Sony Online Entertainment,T
Godzilla (2015),PS4,2014,Action,Namco Bandai Games,0.11,0.03,0.02,0.03,0.19,,,,,,
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65,31,7.4,50,Compile Heart,T
Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76,76,8.4,139,Grasshopper Manufacture,M
Treasures of the Deep,PS,1997,Action,Namco Bandai Games,0.1,0.07,0,0.01,0.19,,,,,,
Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0,0,0.19,0,0.19,80,10,8.9,18,Sonic Team,T
Cabela's Survival: Shadows of Katmai,PS3,2011,Sports,Activision,0.11,0.05,0,0.02,0.18,,,7.4,5,Activision,T
Hot Wheels: Battle Force 5,Wii,2009,Racing,Activision,0.17,0,0,0.01,0.18,,,tbd,,Sidhe Interactive,E10+
Go Play: Lumberjacks,Wii,2009,Simulation,Majesco Entertainment,0.17,0,0,0.01,0.18,,,tbd,,Panic Button,E
Fight Club,PS2,2004,Fighting,Vivendi Games,0.09,0.07,0,0.02,0.18,36,28,4.4,22,Genuine Games,M
Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,0.07,0,0.11,0.01,0.18,64,30,6.4,8,Omega Force,T
Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,0.14,0.03,0,0.01,0.18,,,3.5,6,Activision,T
Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0,0,0.01,0.18,51,19,7.5,17,D3Publisher,T
Guilty Gear Xrd: Sign,PS3,2014,Fighting,Arc System Works,0.1,0,0.07,0.02,0.18,,,,,,
Dance Dance Revolution: Disney Grooves,Wii,2009,Simulation,Konami Digital Entertainment,0.17,0,0,0.01,0.18,,,tbd,,Konami,E
Camping Mama: Outdoor Adventures,DS,2011,Simulation,505 Games,0.12,0.05,0,0.02,0.18,51,5,tbd,,Racjin,E
Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,505 Games,0.09,0.07,0,0.02,0.18,,,8.9,54,Marvelous,E
Sports Illustrated for Kids: Football,GBA,2003,Sports,BAM! Entertainment,0.13,0.05,0,0,0.18,,,,,,
The Munchables,Wii,2009,Action,Namco Bandai Games,0.17,0,0,0.01,0.18,71,33,8.2,5,Now Production,E
How to Train Your Dragon 2,Wii,2014,Adventure,Little Orbit,0.04,0.13,0,0.01,0.18,,,tbd,,Torus Games,E10+
.hack//Quarantine Part 4: The Final Chapter,PS2,2003,Role-Playing,Atari,0.09,0.07,0,0.02,0.18,,,,,,
The Smurfs 2,DS,2013,Platform,Ubisoft,0,0.17,0,0.01,0.18,,,tbd,,WayForward,E
Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0,0.01,0.18,69,46,7.8,10,Destineer,T
Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0,0.01,0.18,73,43,8.6,17,Double Helix Games,T
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0,0.02,0.18,72,27,8.9,47,Eurocom Entertainment Software,T
Remington Super Slam Hunting: North America,Wii,2010,Sports,Mastiff,0.17,0,0,0.01,0.18,,,tbd,,Jack of All Games,T
Reel Fishing II,PS,2000,Sports,Victor Interactive,0.1,0.07,0,0.01,0.18,,,,,,
Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,0.14,0.03,0,0.01,0.18,,,tbd,,Ubisoft Quebec,E10+
Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.14,0.04,0,0.01,0.18,68,13,8.5,11,Krome Studios,E
Imagine: Babyz Fashion,DS,2009,Simulation,Ubisoft,0.17,0,0,0.01,0.18,,,tbd,,Ubisoft,E
Dead or Alive,SAT,1997,Fighting,Tecmo Koei,0,0,0.18,0,0.18,,,,,,
Active Health with Carol Vorderman,DS,2009,Sports,Nintendo,0,0.18,0,0.01,0.18,,,,,,
Driving Emotion Type-S,PS2,2000,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18,55,18,tbd,,Escape,E
Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.17,0,0,0.02,0.18,39,5,3.3,16,Teyon,T
Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,72,48,7.8,41,SCE Japan Studio,M
NARC,XB,2005,Shooter,Midway Games,0.14,0.04,0,0.01,0.18,51,27,2.8,6,Point of View,M
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18,80,11,7,332,Ubisoft Reflections,T
Just Dance 2017,Wii,2016,Misc,Ubisoft,0.06,0.11,0,0.01,0.18,,,tbd,,Ubisoft Paris,E10+
NASCAR Unleashed,Wii,2011,Racing,Activision,0.17,0,0,0.01,0.18,,,tbd,,Firebrand Games,E
Super Robot Taisen J,GBA,2005,Strategy,Banpresto,0,0,0.18,0,0.18,,,,,,
Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0,0.01,0.18,58,6,8.3,28,Ubisoft Montreal,E
Nep League DS,DS,2007,Sports,Jaleco,0,0,0.18,0,0.18,,,,,,
Happy Cooking,DS,2006,Simulation,Ubisoft,0.17,0,0,0.01,0.18,,,tbd,,Ubisoft,E
Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18,,,,,,
Cars: Race-O-Rama,PS3,2009,Racing,THQ,0.14,0.03,0,0.02,0.18,61,5,tbd,,Incinerator Games,E
Jewel Master: Cradle of Athena,DS,2010,Puzzle,Storm City Games,0.17,0,0,0.01,0.18,,,tbd,,CokeM Interactive,E10+
Saw II: Flesh & Blood,PS3,2010,Action,Konami Digital Entertainment,0.1,0.06,0,0.02,0.18,,,,,,
Hidden Mysteries: Vampire Secrets,DS,2010,Adventure,Astragon,0.06,0.11,0,0.02,0.18,,,tbd,,Gunnar Games,E10+
Casper: Friends Around the World,PS,2000,Action,TDK Core,0.1,0.07,0,0.01,0.18,,,,,,
Jurassic Park III: Island Attack,GBA,2001,Adventure,Konami Digital Entertainment,0.13,0.05,0,0,0.18,57,6,tbd,,Konami,E
Jikkyou Powerful Pro Baseball 2016,PSV,2016,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18,,,,,,
Star Trek: Legacy,X360,N/A,Simulation,Ubisoft,0.14,0.02,0,0.01,0.18,64,41,5.5,42,Mad Doc Software,E10+
Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.18,,,,,,
GameBoy Wars,GB,1991,Strategy,Nintendo,0,0,0.18,0,0.18,,,,,,
Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,86,35,8.8,26,Harmonix Music Systems,T
Disgaea DS,DS,2008,Role-Playing,Square Enix,0.11,0.01,0.05,0.01,0.18,82,32,7.5,35,Nippon Ichi Software,T
